"","Sol","Ls","Date","TauFactor","SADustFactor","WhPredicted","WhMeasured","WhDiff","WhDiffPercentage"
"60",2477,214.986504235568,"11-JAN-2011",0.8,0.628,516.333452152792,582,-65.6665478472082,-11.2829120012385
"61",2484,219.92819508914,"19-JAN-2011",0.789,0.603,491.1144351298,555,-63.8855648701995,-11.5109125892251
"62",2489,223.02259655897,"24-JAN-2011",0.854,0.616,494.3430044311,554,-59.6569955688999,-10.768410752509
"63",2496,227.397111224411,"31-JAN-2011",1.07,0.625,470.74654569661,524,-53.2534543033904,-10.1628729586623
"64",2499,229.278933559282,"3-FEB-2011",1.07,0.678,521.3755612603,585,-63.6244387396999,-10.8759724341367
"65",2511,236.841201500718,"15-FEB-2011",0.949,0.597,454.96190766002,505,-50.0380923399802,-9.90853313662974
"66",2519,241.879524714349,"23-FEB-2011",1,0.624,471.285247907565,420,51.2852479075651,12.210773311325
"67",2526,246.980215949423,"3-MAR-2011",1.35,0.599,400.451147382354,446,-45.5488526176464,-10.2127472236875
"68",2532,250.757886964119,"9-MAR-2011",1.05,0.5565,394.085083840463,412,-17.9149161595371,-4.34828062124688
"69",2538,254.586099440641,"15-MAR-2011",1.02,0.579,416.861973556489,412,4.86197355648937,1.18009066905082
"70",2545,259.007799793731,"22-MAR-2011",0.986,0.588,427.179244098989,453,-25.8207559010106,-5.69994611501338
"71",2552,263.447937961437,"29-MAR-2011",0.914,0.56,407.039448241731,423,-15.9605517582692,-3.7731800846972
"72",2559,268.488280613803,"6-APR-2011",0.91,0.561,406.002102546841,414,-7.9978974531586,-1.93185928820256
"73",2565,272.267004908494,"12-APR-2011",0.919,0.5355,378.660748641411,390,-11.3392513585891,-2.90750034835619
"74",2572,276.633417918641,"19-APR-2011",0.922,0.5414,382.290983508548,400,-17.7090164914517,-4.42725412286292
"75",2580,281.630578415393,"27-APR-2011",0.87,0.507,353.625270387153,381,-27.3747296128475,-7.18496840232218
"76",2587,285.93196129857,"4-MAY-2011",0.819,0.51,361.115557672937,367,-5.88444232706303,-1.60339027985369
"77",2594,290.863101316813,"12-MAY-2011",0.816,0.514,364.075240162768,382,-17.9247598372318,-4.69234550712875
"78",2600,294.485548018992,"18-MAY-2011",0.806,0.528,378.004509532922,406,-27.9954904670782,-6.89544100174339
"79",2607,298.721259523562,"25-MAY-2011",0.827,0.535,381.200568502189,408,-26.7994314978113,-6.56848811220864
"80",2614,302.894473275478,"1-JUN-2011",0.86,0.545,385.752922068267,408,-22.2470779317327,-5.45271517934626
"81",2621,307.032795948423,"8-JUN-2011",0.747,0.562,415.121782908442,420,-4.87821709155833,-1.16148025989484
"82",2640,318.607481775278,"28-JUN-2011",1.11,0.648,443.350926757709,476,-32.6490732422911,-6.85904900048133
"83",2647,322.581660530896,"5-JUL-2011",1.03,0.596,405.259891555481,421,-15.740108444519,-3.73874309846058
"84",2655,327.034618214438,"13-JUL-2011",0.996,0.596,406.722586068327,435,-28.2774139316734,-6.50055492682148
"85",2661,330.367389794522,"19-JUL-2011",0.945,0.574,390.705910390234,417,-26.2940896097662,-6.30553707668255
"86",2668,334.715118658117,"27-JUL-2011",1.01,0.587,391.711844541046,413,-21.2881554589543,-5.1545170602795
"87",2675,338.498296392992,"3-AUG-2011",1.03,0.537,343.014472863206,385,-41.985527136794,-10.9053317238426
"88",2681,341.697357371275,"9-AUG-2011",1.12,0.542,336.085592217059,374,-37.9144077829409,-10.1375421879521
"89",2689,345.899052568555,"17-AUG-2011",1.03,0.569,363.967868943106,399,-35.0321310568942,-8.77998272102612
"90",2695,349.032951499365,"23-AUG-2011",1.07,0.546,337.481769358489,366,-28.5182306415113,-7.79186629549488
"91",2702,353.132890666141,"31-AUG-2011",1.07,0.54,328.280219479248,352,-23.7197805207522,-6.73857401157732
"92",2709,356.691685805164,"7-SEP-2011",1,0.531,323.439185710184,336,-12.5608142898162,-3.73833758625481
"93",2716,360.205020321958,"14-SEP-2011",0.887,0.52,320.717129101656,334,-13.2828708983441,-3.97690745459403
"94",2722,363.187827968731,"20-SEP-2011",0.895,0.511,308.92138977435,321,-12.0786102256498,-3.76280692387843
"95",2729,366.626724895099,"27-SEP-2011",0.882,0.514,308.461140841928,313,-4.53885915807206,-1.45011474698788
"96",2737,10.9901892686174,"6-OCT-2011",0.84,0.513,305.975739393681,320,-14.0242606063194,-4.38258143947481
"97",2744,14.3545344251117,"13-OCT-2011",0.791,0.498,293.756109442011,316,-22.243890557989,-7.03920587278133
"98",2750,17.220235048884,"19-OCT-2011",0.764,0.491,286.786085838906,312,-25.2139141610938,-8.08138274394032
"99",2756,20.0342579665779,"25-OCT-2011",0.913,0.51,285.649099112371,297,-11.3509008876288,-3.82185215071676
"100",2763,23.3348068210259,"1-NOV-2011",0.752,0.494,282.61081291691,304,-21.3891870830902,-7.03591680364808
"101",2770,26.5669525166019,"8-NOV-2011",0.774,0.489,272.780334467573,295,-22.2196655324273,-7.53209001099229
"102",2777,30.2607269452282,"16-NOV-2011",0.696,0.486,272.52374530387,298,-25.4762546961296,-8.54907875709048
"103",2783,33.0013654969197,"22-NOV-2011",0.661,0.463,254.084256729082,297,-42.9157432709175,-14.4497452090631
"104",2790,36.183215730563,"29-NOV-2011",0.77,0.488,260.96956917722,292,-31.0304308227802,-10.6268598708151
"105",2797,39.3420352230124,"6-DEC-2011",0.755,0.487,257.914332943028,305,-47.0856670569721,-15.4379236252368
"106",2804,42.4918401690451,"13-DEC-2011",0.714,0.486,257.130777379285,302,-44.8692226207154,-14.8573584836806
"107",2812,46.5010301676184,"22-DEC-2011",0.645,0.469,246.005554344684,297,-50.9944456553156,-17.1698470219918
"108",2817,48.7350059406394,"27-DEC-2011",0.685,0.475,245.189996783733,290,-44.8100032162667,-15.4517252469885
"109",2824,51.8039915782889,"3-JAN-2012",0.735,0.481,242.866300661566,287,-44.1336993384337,-15.3775955883044
"110",2832,55.3554643169783,"11-JAN-2012",0.697,0.471,235.805175686639,281,-45.1948243133614,-16.083567371303
"111",2838,57.9663101377199,"17-JAN-2012",0.602,0.447,223.838888629862,276,-52.1611113701384,-18.8989533949777
"112",2845,61.0511825815971,"24-JAN-2012",0.693,0.473,233.594140374035,279,-45.4058596259653,-16.2745016580521
"113",2852,64.5385063371332,"1-FEB-2012",0.679,0.469,229.869187286128,270,-40.130812713872,-14.8632639681008
"114",2859,67.6019094270718,"8-FEB-2012",0.648,0.478,237.140292089195,283,-45.8597079108053,-16.2048437847368
"115",2865,70.2089690260068,"14-FEB-2012",0.678,0.467,226.068815569267,274,-47.9311844307327,-17.493133003917
"116",2872,73.2775896875773,"21-FEB-2012",0.684,0.476,230.8841204953,277,-46.1158795046997,-16.6483319511551
"117",2879,76.3148095868073,"28-FEB-2012",0.52,0.489,253.041105220974,305,-51.9588947790258,-17.035703206238
"118",2886,79.8374625648329,"7-MAR-2012",0.557,0.487,247.987346994557,298,-50.0126530054428,-16.7827694649137
"119",2893,82.8810792071406,"14-MAR-2012",0.542,0.489,250.766376748312,301,-50.233623251688,-16.6889113792984
"120",2900,85.9761584297717,"21-MAR-2012",0.508,0.498,260.752872768729,311,-50.2471272312709,-16.1566325502479
"121",2906,88.5978700515542,"27-MAR-2012",0.521,0.488,252.904138155533,306,-53.0958618444667,-17.351588838061
"122",2913,91.6943943589098,"3-APR-2012",0.521,0.506,267.155823578481,321,-53.8441764215187,-16.7738867356756
"123",2921,95.688673595087,"12-APR-2012",0.526,0.535,290.062468309017,336,-45.9375316909831,-13.6718844318402
"124",2926,97.9073298747973,"17-APR-2012",0.504,0.525,286.360882317982,342,-55.6391176820179,-16.2687478602392
"125",2934,101.490731907151,"25-APR-2012",0.521,0.546,303.181384326408,366,-62.8186156735919,-17.1635561949705
"126",2940,104.188988386802,"1-MAY-2012",0.48,0.534,300.99292774016,365,-64.0070722598397,-17.536184180778
"127",2947,107.342363627735,"8-MAY-2012",0.476,0.526,298.546122216504,357,-58.4538777834961,-16.3736352334723
"128",2954,111.006278047924,"16-MAY-2012",0.423,0.532,313.335088365264,359,-45.6649116347356,-12.7200310960266
"129",2961,114.198984414807,"23-MAY-2012",0.387,0.559,343.877340486418,395,-51.1226595135819,-12.9424454464764
"130",2968,117.460162679368,"30-MAY-2012",0.413,0.538,328.396103938915,345,-16.6038960610853,-4.81272349596674
"131",2974,120.241175257168,"5-JUN-2012",0.364,0.562,359.027561070792,369,-9.97243892920824,-2.70255797539519
"132",2977,121.650188854856,"8-JUN-2012",0.338,0.567,369.172608027071,388,-18.827391972929,-4.85242061157965
"133",2989,127.337040295766,"20-JUN-2012",0.229,0.684,503.45166327684,526,-22.54833672316,-4.28675603101902
"134",2995,130.697165241969,"27-JUN-2012",0.33,0.698,507.215295659225,559,-51.7847043407747,-9.26381115219583
"135",3001,133.60440441133,"3-JUL-2012",0.346,0.705,518.797638933108,577,-58.2023610668916,-10.0870643096866
"136",3008,137.026790040213,"10-JUL-2012",0.443,0.716,521.40041348797,559,-37.59958651203,-6.72622298962969
"137",3022,143.985474638421,"24-JUL-2012",0.642,0.72,511.398587489253,547,-35.6014125107466,-6.50848491969774
"138",3022,143.985474638421,"24-JUL-2012",0.772,0.727,496.78105889072,507,-10.21894110928,-2.01557023851677
"139",3035,151.093107310161,"7-AUG-2012",0.715,0.707,508.294345265176,531,-22.7056547348245,-4.27601784083323
"140",3042,154.71391204966,"14-AUG-2012",0.564,0.688,525.193246241747,545,-19.8067537582532,-3.63426674463361
"141",3050,158.894505874912,"22-AUG-2012",0.696,0.683,510.278855292826,530,-19.7211447071739,-3.72097069946678
"142",3056,162.086141056062,"28-AUG-2012",0.57,0.684,540.087463308298,568,-27.9125366917024,-4.91417899501802
"143",3063,165.822071195041,"4-SEP-2012",0.658,0.667,518.166415542804,543,-24.8335844571957,-4.57340413576348
"144",3070,170.17452118306,"12-SEP-2012",0.689,0.672,528.300559214016,569,-40.6994407859841,-7.15280154410968
"145",3076,173.472206925537,"18-SEP-2012",0.56,0.648,531.906294749098,564,-32.0937052509021,-5.69037327143654
"146",3084,177.91768085376,"26-SEP-2012",0.658,0.657,534.265856988759,553,-18.734143011241,-3.38772929678861
"147",3084,177.91768085376,"26-SEP-2012",0.658,0.657,534.265856988759,553,-18.734143011241,-3.38772929678861
"148",3097,185.286313613767,"9-OCT-2012",0.722,0.629,507.593934983884,531,-23.4060650161163,-4.40792184860948
"149",3104,189.90453733993,"17-OCT-2012",0.604,0.624,527.141613960175,579,-51.8583860398246,-8.95654335748266
"150",3110,193.40020244457,"23-OCT-2012",0.654,0.619,517.902407773984,575,-57.0975922260161,-9.93001603930715
"151",3116,196.914944560737,"29-OCT-2012",0.649,0.601,502.544239340398,549,-46.4557606596021,-8.46188718754137
"152",3124,201.686399025703,"6-NOV-2012",0.605,0.604,516.451657213615,586,-69.5483427863845,-11.8683178816356
