,0,1,2,3,4,5
0,1.0028,-0.228681,0.019613,0.000231,-0.00013,0.000003
1,-0.450073,1.335955,-1.131691,0.402126,-0.063967,0.003758
2,5.566705,-16.912405,13.739701,-4.756079,0.74374,-0.043159
3,-22.471579,64.909973,-52.50947,17.997548,-2.786548,0.16034
4,36.334497,-101.800319,79.895539,-26.762885,4.074117,-0.231476
5,-20.42049,53.207148,-39.949537,12.977108,-1.931169,0.107837
