,0,1,2,3,4,5
0,0.009814,0.226139,-0.117733,0.030579,-0.00409,0.000218
1,-0.156701,0.39682,-0.313648,0.099227,-0.013508,0.000651
2,1.361122,-3.75811,3.007907,-0.987457,0.141693,-0.00732
3,-4.365924,12.53925,-10.394165,3.486452,-0.513123,0.027401
4,5.991693,-17.498138,14.29137,-4.765323,0.703675,-0.03796
5,-2.915099,8.275686,-6.593125,2.173999,-0.320308,0.017335
